v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
836,20161,HAWAIIAN,2016,1,18485,16842,16,19,891,113,31,10,564,1644,2467152,5893,7.1300001,2,0,2,2,1,3,4,9,0,0,0,0,23,170750.23,735136.88,1510901.8,0,2440804,848569.88,835350.31,589363.19,2440804,72354.922,101744.93,375619.44,0,0,11454.03,19590.211,433016,331271.06,40898033,46327765,15378,102213.89,26.43,3.8099999,.625,.375,70273.141,7077.5298,2358740,2515030823,285610154,527276155,3027373873,11710898,11807611,26463,31983,.24937861,18534,.56901127,.83076322,.54167092,.14934984,.14303355,.289042,381.86737,74.022484,0,0,54491,.42572999,359.46667,407.81528,-.023198448,16,49,64,-1.9014639,-.18541045,-1.2411833,4.304369,-.093083829,1.9643112,7.4048877,3.1354942,-.56385505,5.9450731,-1.388783,17.651253,14.673638,9.6406937,139635408896,-4.0167499,.23496807,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,.088210821,-.042368576,-.035899997,.024898052,-.0056228489,-.12514579,.22335958,.24700665,.10814661,.26670647,-.047287941,.16379833,-.41641808,.14546967,.21615887,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
837,20161,DELTA,2016,1,215692,186694,1345,399,8624,1360,9493,17,7759,28997,27657874,53663,5.9000001,66,15,27,17,3,34,31,19,5,1,1,4,223,1649618,9270231,23380150,30661,53452300,18115140,23569360,11625351,53452300,727934,1141120,4122792,10268,0,51769,206345,6720368,5579248,436578812,596862410,237495,1327720,424.04001,53.669998,.7962963,.2037037,1296132,85494,27184072,25465835910,2631997418,4023901482,30288414032,185599283,185082905,423957,514530,.089547478,216481,.88833231,.84077811,.65409094,.16189502,.22187917,.32920316,394.92612,69.37674,0,0,54491,.42572999,359.46667,407.81528,-.023198448,11,49,64,-1.8208072,-.17342749,-1.1110802,4.2395515,-.14438055,1.7749524,10.274948,5.4071717,-.11840939,5.9786987,-2.4129863,20.207197,17.118141,12.377902,139635408896,-1.701697,.16980022,-1.9633139,-.17911391,-1.0371306,4.2016807,-.20654429,2.3056192,10.351294,5.5749292,-.1888292,5.9221725,-2.31025,-1.8423537,20.599318,16.933538,12.189204,.14250672,.0056864172,-.073949575,.037870884,.06216374,-.53066683,-.076345444,-.16775751,.070419811,.056526184,-.10273623,.14065671,-.39212036,.18460274,.18869781,.058820102,.037309833,.062568694,-.25163129,.037393916,-.17728217,.76530576,1.500427,.4159514,.64463443,.11040274,1.5043769,1.7315223,1.3289061,1.682629
838,20161,AMERICAN,2016,1,226139,183405,4154,435,12137,1113,13763,127,11005,42734,29075764,107032,11.1,305,66,118,97,124,221,119,59,8,6,0,28,1151,485628.34,13553074,28315986,19940,53490600,14963594,27483300,10418671,53490600,18835.91,631720.31,4472170,2480.3701,0,19745.76,159041.45,5681892,5050171.5,534630676,583946269,292637,1461462.4,510.88,61.470001,.86734694,.13265306,1286158.9,82472.93,28243048,30389967897,3110886346,5086003603,36542057421,227467571,231009381,515616,616732,.058269415,222633,.78051162,.83164358,.61165637,.14715941,.15548912,.3462936,370.44342,68.350098,0,0,54491,.42572999,359.46667,407.81528,-.023198448,6,49,64,-1.9162388,-.18435133,-1.0604683,4.2246428,-.20945303,2.4069452,10.66275,7.0483866,-.24780566,5.9147005,-2.8426778,20.18532,17.156359,12.586688,139635408896,-1.5249223,.11118133,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,.072886348,.0013372451,.0087537766,.075320244,.054853693,-.15354252,.074661255,1.0318346,.14495203,-.2678318,-.38799286,.26806068,-.44245911,.3159523,.24888611,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
839,20161,VIRGIN,2016,1,15960,12349,265,25,665,218,1200,14,1225,3612,1709646,1531,2.7,8,0,6,1,1,2,9,2,0,0,0,0,29,226627.91,606997,524059.59,0,1729222.9,472975.53,373322.03,836594,1729222.9,17152.59,31234.039,309967.69,0,0,0,13690.83,355506.66,324272.63,42516684,47033530,8410,151360.89,48.400002,5.25,.55555558,.44444445,58573.379,10002.04,1722852,2558347506,255834751,413523671,3175130766,22179846,22715158,48531,54548,.15191105,15699,.2690922,.80574554,.61867017,.12115934,.11196599,.38412699,637.11322,74.679642,1,0,54491,.42572999,359.46667,407.81528,-.023198448,28,49,25,-2.1106489,-.21598729,-.9567821,4.3132076,-.2565105,.9932518,8.1920166,3.3672957,-1.3127012,6.4569473,-1.8844601,17.66637,14.359491,9.0371771,139635408896,-3.9996734,.08785782,-2.0840051,-.20141472,-.77785075,4.3140221,-.24077527,1.1302577,8.0581341,3.1413183,-1.2577919,6.4198084,-1.8313398,-3.9676974,18.327936,14.356807,8.9815845,-.026643753,-.014572576,-.17893136,-.00081443787,-.015735224,-.13700593,.13388252,.22597742,-.054909348,.037138939,-.053120255,-.031975985,-.66156578,.0026845932,.055592537,-.061871078,.015009023,.32184854,-.13928987,.0031629403,-1.3526437,-1.5278537,-.93318391,-.65301126,1.1422703,.58931297,-.62096679,-.53985906,-1.2478256,-1.5249907
840,20161,ALASKA,2016,1,42385,37094,326,163,1250,115,2132,36,1269,5291,5337510,11578,6.5599999,4,0,4,3,1,5,7,1,0,0,0,2,27,77887,4293077,4296090,0,8629548,2829481,937607,3763772,8629548,176846,285442,850469,6466,0,15628,27893,1261342,975901,109798203,135912036,32946,248936,116.67,12.48,.78125,.21875,209944,19079,5187400,7039153612,718366751,1077663601,8512862852,52336689,48299502,115356,130811,.10966954,45367,.70162553,.82688439,.66659647,.12081978,.14816895,.38952324,420.54797,77.531898,0,0,54491,.42572999,359.46667,407.81528,-.023198448,2,49,64,-2.1134553,-.19009039,-.94283175,4.3506894,-.1333393,1.8809906,8.5737629,3.2958369,-.35435545,6.0415587,-2.2102835,18.727518,15.461743,10.402625,139635408896,-2.9875469,.22630024,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,-.081365347,.016012967,.010823548,.090769768,.07129696,-.42216098,-.29293251,.066876173,-.0056448877,.16183615,.031706572,.21311283,-.47483826,.10024166,.044568062,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
841,20162,SPIRIT,2016,2,34878,25960,627,57,1982,175,3782,41,2253,8917,5052977,10699,6.3499999,132,16,44,33,24,26,24,13,3,3,0,5,323,1014080.5,1185505.1,1486264,0,3030200,610546.13,0,1480072.6,3030200,66287.25,110504.26,294492.38,0,0,0,101255.3,529808.88,419304.63,69877498,102704274,15583,199763.66,75.080002,7.0300002,.625,.375,77365.172,16214.45,4747522,5012457311,501245732,741679006,5839185847,33297801,33213233,74193,88168,.051742345,34493,.57411391,.85841715,.67582572,.058752097,.090733349,.44499764,470.07944,83.563179,1,0,54568,.14131001,355.24405,398.35458,-.020532889,25,50,20,-2.8344285,-.15266511,-.8096863,4.4256029,-.29529935,1.8484548,9.0957146,5.7776523,-.55492747,6.1529016,-2.9614787,18.447365,15.373134,9.6539354,157992091648,-3.4506187,.20857382,-2.7729723,-.16863665,-.84288037,4.4561677,-.27516574,1.9542103,9.097209,5.7830153,-.52140528,6.1523318,-2.9919202,-3.3443189,18.810316,15.527945,9.8027573,-.061456203,.015971541,.033194065,-.030564785,-.020133615,-.10575545,-.0014944077,-.0053629875,-.033522189,.0005698204,.030441523,-.10629988,-.36295128,-.15481091,-.14882183,-.75083828,.047787093,.25681892,.0028557563,-.031227523,-.52869111,-.48877883,1.708513,.083375312,.87479371,-.57126743,.0024117136,-.057479158,-.076687783,-.70381796
842,20162,FRONTIER,2016,2,23152,18589,56,54,1023,70,1936,0,1425,4564,3546762,9060,7.6700001,31,4,7,9,5,14,9,7,2,1,0,4,93,472187.69,603279.13,499352.47,0,1248659,608576.94,98597.711,335030.06,1248659,52099.602,83448.648,264846.25,0,0,0,69832.633,404679.97,321231.31,48263966,61334908,9266,163492.3,54.790001,5.4699998,.625,.375,51126.719,11422.46,3421272,3534477743,353447775,403288468,4031914830,23574542,23571590,52635,62849,.079746902,23211,.59156138,.87662512,.8764143,.07493221,.10036918,.41735223,492.11407,83.538818,1,0,54568,.14131001,355.24405,398.35458,-.020532889,15,50,59,-2.5911715,-.13167584,-.87382472,4.4253116,-.21951117,2.0373166,8.4259548,4.5325994,-.52498984,6.1987104,-2.5288973,17.93186,15.045523,9.1341066,157992091648,-3.7999794,.20620899,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,-.27456832,.031296477,-.010885477,.17462873,.047318682,-.18390226,-.13425732,.65744781,.17610484,.18504381,-.46894908,.15041232,-.47324753,.19019127,-.28435802,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
843,20162,UNITED,2016,2,135619,112047,1254,495,6806,772,7017,0,7230,23574,19395866,45347,6.98,159,22,54,54,30,71,79,37,4,3,0,17,530,2477164.5,7886616.5,22387524,24689.59,40477076,13987309,17817588,7780301.5,40477076,508457.97,870316.25,3350193.5,18079.6,0,31231.83,91973.797,5719040,4848723.5,382715355,499609542,242339,1085991.4,425.13,41.740002,.74489796,.25510204,1013679.1,113312.39,19083536,25000393203,2596236362,3771119782,28803691672,171884447,172810808,372501,431953,.066162229,135224,.82179964,.86795795,.68845236,.13400564,.19855233,.42438307,837.96063,75.261398,0,0,54568,.14131001,355.24405,398.35458,-.020532889,26,50,64,-2.0098734,-.14161201,-.85711873,4.3209672,-.19093105,1.943049,10.0679,6.2728772,-.19625866,6.7309713,-2.7156456,20.029337,16.764336,12.398093,157992091648,-1.8436534,.15217873,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,.039058447,.031543821,.01470232,.062859535,.05587326,-.49781847,-.093914032,.39325857,.025663108,.24481869,-.12139082,.10004139,-.33502769,.19657898,.23550892,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
844,20162,HAWAIIAN,2016,2,19402,17928,34,18,809,27,35,5,547,1475,2579288,7235,8.4399996,2,0,4,2,2,5,8,17,0,0,0,2,42,120045.74,713267.38,1511353.6,0,2418451.3,846148.44,723346,680120.88,2418451.3,105794.2,134228.72,415679.31,0,0,12626.42,20744.891,479965.56,345736.84,42533331,57510213,15891,113480.19,27.549999,3.8900001,.625,.375,72381.938,6983.4199,2456155,2799677523,316125741,552229784,3171662674,12321581,12412562,27545,33320,.24662085,19345,.59158677,.88271606,.57245326,.14847399,.15132932,.29509425,360.99353,74.568878,0,0,54568,.14131001,355.24405,398.35458,-.020532889,16,50,64,-1.9073454,-.12475169,-1.2204605,4.3117232,-.079012416,2.1329823,7.2964134,3.7376697,-.52494693,5.8888602,-1.3999032,17.867474,14.714108,9.6735086,157992091648,-4.0330405,.27966323,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,.082329273,.018290184,-.01517725,.032252312,.0084485635,.043525219,.11488533,.84918213,.14705473,.21049356,-.058408141,.14750767,-.20019722,.18593884,.24897385,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
845,20162,VIRGIN,2016,2,17410,13093,156,33,906,287,1328,27,1580,4317,1995470,1895,2.8399999,11,3,1,4,3,6,6,1,0,0,0,0,35,264769,656139,643733.25,0,1896452.4,489269.53,477547.69,885191.13,1896452.4,36287.301,66412.039,360854.56,0,0,0,15719.27,413181.97,346769.91,48457553,63978244,8723,157061.77,53.880001,5.4299998,.55555558,.44444445,62364.18,10931.93,2024718,3073478592,307347859,464349497,3583715561,24915220,24984603,53830,60836,.15183049,17256,.24176639,.85762346,.66188908,.11740917,.11529429,.41344383,633.51471,73.955765,1,0,54568,.14131001,355.24405,398.35458,-.020532889,28,50,25,-2.1420903,-.15359014,-.88323361,4.3034673,-.28496701,1.043804,8.3703156,3.5553482,-1.4197834,6.4512835,-1.8849906,17.974054,14.520941,9.0737181,157992091648,-3.9397349,.16073315,-2.0840051,-.20141472,-.77785075,4.3140221,-.24077527,1.1302577,8.0581341,3.1413183,-1.2577919,6.4198084,-1.8313398,-3.9676974,18.327936,14.356807,8.9815845,-.058085203,.047824576,-.10538286,-.01055479,-.044191733,-.086453676,.31218147,.41402984,-.16199148,.031475067,-.053650737,.027962446,-.35388184,.16413403,.092133522,-.061871078,.015009023,.32184854,-.13928987,.0031629403,-1.3526437,-1.5278537,-.93318391,-.65301126,1.1422703,.58931297,-.62096679,-.53985906,-1.2478256,-1.5249907
846,20162,EXPRESSJET,2016,2,125042,102952,2329,413,5881,287,6386,0,6795,22091,5533059,22058,11.93,19,0,0,0,0,0,2,0,0,0,0,0,21,-26133.189,16868.41,57869.559,0,88305.852,5950.4702,44236.57,6724.75,88305.852,-8038.23,-9557.4697,253617.73,0,0,0,0,255441.81,264999.28,243741,623923,20602,121500.94,152.08,36.43,.72222221,.27777779,95039.313,164.66,5628975,2572415117,257242166,352306048,3131607544,57163826,58174734,151942,205322,.042763911,124389,.61521304,.82143599,.73016673,.098591298,.081568912,.1739409,1.3237505,12848.095,0,0,54568,.14131001,355.24405,398.35458,-.020532889,14,50,62,-2.3167722,-.19670126,-1.7490398,9.4609509,-.19438682,2.4790564,10.002926,3.0445225,-.48578668,.280469,-3.1520607,13.343782,15.543438,9.9331436,157992091648,-4.1176996,-.037415449,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,-.15945745,.051678345,-.3675704,2.9150424,.089455172,-.29660439,-.07788372,-.14176393,.64206171,-2.6218405,-.42468548,.087204933,-2.5406275,.34483624,.12011337,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
847,20162,AMERICAN,2016,2,233185,183673,1984,711,14081,1801,16183,126,14625,49511,31807437,104402,9.8000002,292,33,84,67,63,95,100,54,3,4,0,13,808,424807.75,15824817,29289264,18960,56436424,14641703,27336038,11815445,56436424,277899.47,1062926.3,4835197.5,2381.3101,0,20657.17,174051.16,6925786,5862860,565741046,726951157,295052,1577942.9,543.29999,63.330002,.86734694,.13265306,1257356.6,91682.93,30809007,33417456323,3412179356,5339257161,38700866816,241126909,242717253,541776,650134,.056731973,232155,.76905841,.86348081,.63907379,.14469077,.17895687,.35745302,394.9212,68.407387,0,0,54568,.14131001,355.24405,398.35458,-.020532889,6,50,64,-1.9331565,-.14678361,-1.0287514,4.225481,-.23867513,2.2823825,10.80995,6.694562,-.26258835,5.9786863,-2.8694174,20.404369,17.243319,12.594907,157992091648,-1.5534666,.15347373,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,.055968642,.038904965,.040470719,.076158524,.025631592,-.27810526,.22186089,.67800999,.13016933,-.20384598,-.41473246,.23951638,-.22340965,.40291214,.25710487,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
848,20162,DELTA,2016,2,238680,208566,105,451,10192,1117,9433,19,8797,30114,32183781,51088,4.75,71,7,27,15,6,14,39,16,2,2,0,6,205,1608519,7613796,23928592,68305,51656944,16257250,23153212,12097349,51656944,1050593,1643838,4623186,5757,0,54487,232461,7385194,5741356,491852426,1018752153,240377,1301123,462.45999,55.139999,.7962963,.2037037,1345285,94086,31576801,29308303639,3007120878,4406404865,33511375783,203699242,202817473,462460,559207,.08766038,239930,.88783062,.87457776,.68244314,.15774322,.22037871,.34945896,392.13937,68.132988,0,0,54568,.14131001,355.24405,398.35458,-.020532889,11,50,64,-1.8467867,-.13401407,-1.0513692,4.2214613,-.1348682,1.5581446,10.312745,5.32301,-.11897431,5.9716172,-2.4342852,20.741844,17.267933,12.389964,157992091648,-1.6846741,.22258562,-1.9633139,-.17911391,-1.0371306,4.2016807,-.20654429,2.3056192,10.351294,5.5749292,-.1888292,5.9221725,-2.31025,-1.8423537,20.599318,16.933538,12.189204,.1165272,.04509984,-.014238596,.019780636,.07167609,-.74747467,-.03854847,-.25191927,.069854893,.049444675,-.12403512,.15767956,.14252663,.33439445,.20075989,.058820102,.037309833,.062568694,-.25163129,.037393916,-.17728217,.76530576,1.500427,.4159514,.64463443,.11040274,1.5043769,1.7315223,1.3289061,1.682629
849,20162,ALASKA,2016,2,45777,40589,84,93,1245,61,2391,38,1277,5189,6050045,8806,4.3600001,6,0,6,3,1,2,5,1,0,0,0,0,24,81017,4649964,4409101,0,9100539,2866660,929693,4037863,9100539,254065,402418,975967,6285,0,19609,32921,1426788,1024370,116090402,172129659,33463,290109,123.7,12.63,.78125,.21875,217037,18103,5888069,7928788523,811415674,1173614466,9248603664,56434869,56104402,123505,140171,.11320225,49577,.70527601,.85729575,.69138181,.12309156,.15427063,.40808919,365.14917,79.667252,0,0,54568,.14131001,355.24405,398.35458,-.020532889,2,50,64,-2.0948267,-.15397231,-.8962695,4.3778586,-.12028468,1.4724721,8.5542965,3.1780539,-.34916604,5.9003057,-2.1785793,18.963758,15.588439,10.418196,157992091648,-2.9920447,.28204471,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,-.06273675,.052131042,.057385802,.117939,.084351577,-.83067954,-.31239891,-.050906897,-.00045546889,.020583153,.063410759,.20861506,-.23859787,.22693729,.060138702,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
850,20162,SOUTHWEST,2016,2,329988,260368,3088,1037,18077,1893,13351,167,32006,69619,39277120,115895,8.8400002,67,3,13,5,6,19,19,9,0,1,0,5,147,121153,4469325,16294241,0,22447032,7833511,2511550,12193212,22447032,804234,1251327,4810351,0,0,43674,11762,5280237,4028910,508965710,851120691,155632,1555105,579.87,62.68,.68000001,.31999999,1064897,125779,38716803,31711023909,3206255126,4475116815,37007901226,248093778,249518894,572668,671409,.029459363,327854,.48905289,.85687172,.71646291,.15169333,.14267863,.38546985,383.64334,72.711975,1,0,54568,.14131001,355.24405,398.35458,-.020532889,24,50,63,-1.8858944,-.15446705,-.95329231,4.2865062,-.23696028,2.179287,11.150793,4.9904327,-.71528465,5.9497132,-3.5247436,20.562065,17.471785,11.95525,157992091648,-1.6058806,.23698311,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,.052255154,.093221277,.044713497,.060739994,-.012579516,-.22790956,.17595577,.52843428,.021772504,.21568298,-.032557487,.25133359,.063095093,.2878437,.23072338,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
851,20162,SKYWEST,2016,2,154220,131287,1421,412,5535,669,6401,28,8465,22931,7722327,21884,8.4700003,31,0,0,0,0,0,4,0,0,1,0,1,37,218867,826868,2757384,0,4303521,579125,1609794,1887950,4303521,43243,74429,502139,0,0,0,0,516431,442002,18831084,31675620,31885,217072,196.37,31.24,.5,.5,122058,4654,7860386,4348391629,434839164,632463145,5193463658,81455088,82262547,205842,272378,.032976955,153979,.68959665,.83728158,.68753278,.11547695,.099438645,.26191047,30.224901,275.79208,0,0,54568,.14131001,355.24405,398.35458,-.020532889,23,50,64,-2.1586843,-.17759484,-1.3397526,5.619647,-.16099438,2.1365306,10.040245,3.6109178,-.3716484,3.4086661,-3.4119463,17.271057,15.877346,10.369891,157992091648,-3.5927389,.14412187,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,-.22051322,.050606757,-.08348012,.61754036,.066999197,-.68125677,-.2784853,.025354862,.068167984,-.66035223,-.23455954,.15434575,-.76121521,.22719669,.099482536,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
852,20162,JETBLUE,2016,2,71272,55599,462,134,5034,247,4642,50,5105,15674,8232938,13062,4.75,28,3,8,5,0,12,7,4,0,0,0,12,79,935296.38,2077725.9,6791073,0,9457616,2613046.3,1299825.1,4024031.8,9457616,146537.64,252202.2,1230447.6,0,0,6.9400001,47054.969,1356067.1,1103864.9,155746052,222968773,47315,398710.19,171.07001,16.26,.625,.375,238913.3,42496.109,7949263,9285231753,928523175,1367555833,10851827782,75903845,76253220,171103,199126,.0698485,70956,.53477395,.85563761,.67896545,.13251664,.12496209,.43837127,598.9079,69.676422,1,0,54568,.14131001,355.24405,398.35458,-.020532889,18,50,64,-2.0210471,-.15590835,-.82468909,4.2438622,-.24833833,1.5581446,9.6597586,4.3694477,-.62591118,6.3951077,-2.6614268,19.222542,15.88859,10.764583,157992091648,-2.8341198,.18598062,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,.11014438,.027167112,.018039346,.0058164597,.048670515,-.47898316,.17765522,.39736438,.36330479,.15290022,-.24549532,.16333294,-.14497757,.31029892,.27216434,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
853,20163,JETBLUE,2016,3,72051,52567,935,154,5688,515,5397,67,6727,19483,8306904,8829,4.9099998,40,2,10,4,0,16,6,5,0,1,0,3,87,872698.81,2007808.5,6953307,0,9578732,2504682.8,1249953.9,4225574.5,9578732,119008.16,216954.84,1222988.5,0,0,.12,47093.211,1348456.4,1131501.5,159557472,235832890,48720,410722.22,170.02,16.43,.625,.375,242489.11,43245.16,8011844,9379793982,937979399,1370692760,10861655298,76034586,76710189,170208,198934,.068159677,71354,.53177106,.8635695,.68431044,.13038544,.12414833,.43117264,606.06494,68.073624,1,0,54794,.41416001,349.10745,390.1752,-.0090502268,18,51,64,-2.0372603,-.14668091,-.84124672,4.2205896,-.31528565,1.5912739,9.8772974,4.4659081,-.63154221,6.4069872,-2.6859021,19.278633,15.896432,10.793845,161469693952,-2.8457596,.16089126,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,.093931198,.036394551,.0014817119,-.017456055,-.018276811,-.44585383,.39519405,.49382472,.35767376,.16477966,-.26997066,.15169311,-.088886261,.31814098,.30142689,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
